Titre,Type,Date,CVE,CVSS Score,Base Severity,Type CWE,EPSS Score,Lien,Description,Éditeur,Produit,Versions Affectées
Multiples vulnérabilités dans les produits Fortinet (19 décembre 2024),Avis,"Thu, 19 Dec 2024 08:27:14 +0000",CVE-2023-34990,9.6,CRITICAL,CWE-23,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1096/,A relative path traversal in Fortinet FortiWLM version 8.6.0 through 8.6.5 and 8.5.0 through 8.5.4 allows attacker to execute unauthorized code or commands via specially crafted web requests.,Fortinet,FortiWLM,"8.6.0, 8.5.0"
Multiples vulnérabilités dans les produits Fortinet (19 décembre 2024),Avis,"Thu, 19 Dec 2024 08:27:14 +0000",CVE-2024-48889,7.2,HIGH,CWE-78,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1096/,"An Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability [CWE-78] in FortiManager version 7.6.0, version 7.4.4 and below, version 7.2.7 and below, version 7.0.12 and below, version 6.4.14 and below and FortiManager Cloud version 7.4.4 and below, version 7.2.7 to 7.2.1, version 7.0.12 to 7.0.1 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",Fortinet,FortiManager,"7.6.0, 7.4.0, 7.2.3, 7.0.5, 6.4.10"
Vulnérabilité dans Trend Micro Deep Security Agent (19 décembre 2024),Avis,"Thu, 19 Dec 2024 12:35:35 +0000",CVE-2024-55955,6.7,MEDIUM,CWE-427,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1097/,"An incorrect permissions assignment vulnerability in Trend Micro Deep Security 20.0 agents between versions 20.0.1-9400 and 20.0.1-23340 could allow a local attacker to escalate privileges on affected installations.

Please note: an attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.","Trend Micro, Inc.",Trend Micro Deep Security,20
Vulnérabilité dans Trend Micro Deep Security Agent (19 décembre 2024),Avis,"Thu, 19 Dec 2024 12:35:35 +0000",CVE-2024-55955,6.7,MEDIUM,CWE-427,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1097/,"An incorrect permissions assignment vulnerability in Trend Micro Deep Security 20.0 agents between versions 20.0.1-9400 and 20.0.1-23340 could allow a local attacker to escalate privileges on affected installations.

Please note: an attacker must first obtain the ability to execute low-privileged code on the target system in order to exploit this vulnerability.","Trend Micro, Inc.",Trend Micro Deep Security,20
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12692,Non disponible,Non disponible,CWE-843,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Type Confusion in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12695,Non disponible,Non disponible,CWE-787,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Out of bounds write in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12694,Non disponible,Non disponible,CWE-416,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Use after free in Compositing in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12693,Non disponible,Non disponible,Non disponible,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Out of bounds memory access in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12694,Non disponible,Non disponible,CWE-416,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Use after free in Compositing in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12695,Non disponible,Non disponible,CWE-787,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Out of bounds write in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12693,Non disponible,Non disponible,Non disponible,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Out of bounds memory access in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Microsoft Edge (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:20:22 +0000",CVE-2024-12692,Non disponible,Non disponible,CWE-843,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1098/,Type Confusion in V8 in Google Chrome prior to 131.0.6778.204 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Google,Chrome,131.0.6778.204
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12728,9.8,CRITICAL,CWE-1391,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A weak credentials vulnerability potentially allows privileged system access via SSH to Sophos Firewall older than version 20.0 MR3 (20.0.3).,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12727,9.8,CRITICAL,CWE-89,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A pre-auth SQL injection vulnerability in the email protection feature of Sophos Firewall versions older than 21.0 MR1 (21.0.1) allows access to the reporting database and can lead to remote code execution if a specific configuration of Secure PDF eXchange (SPX) is enabled in combination with the firewall running in High Availability (HA) mode.,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12729,8.8,HIGH,CWE-94,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A post-auth code injection vulnerability in the User Portal allows authenticated users to execute code remotely in Sophos Firewall older than version 21.0 MR1 (21.0.1).,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12727,9.8,CRITICAL,CWE-89,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A pre-auth SQL injection vulnerability in the email protection feature of Sophos Firewall versions older than 21.0 MR1 (21.0.1) allows access to the reporting database and can lead to remote code execution if a specific configuration of Secure PDF eXchange (SPX) is enabled in combination with the firewall running in High Availability (HA) mode.,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12728,9.8,CRITICAL,CWE-1391,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A weak credentials vulnerability potentially allows privileged system access via SSH to Sophos Firewall older than version 20.0 MR3 (20.0.3).,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans Sophos Firewall (20 décembre 2024),Avis,"Fri, 20 Dec 2024 09:23:30 +0000",CVE-2024-12729,8.8,HIGH,CWE-94,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1099/,A post-auth code injection vulnerability in the User Portal allows authenticated users to execute code remotely in Sophos Firewall older than version 21.0 MR1 (21.0.1).,Sophos,Sophos Firewall,0
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-38627,Non disponible,Non disponible,Non disponible,0.000420000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

stm class: Fix a double free in stm_register_device()

The put_device(&stm->dev) call will trigger stm_device_release() which
frees ""stm"" so the vfree(stm) on the next line is a double free.",Linux,Linux,"389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-38627,Non disponible,Non disponible,Non disponible,0.000420000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

stm class: Fix a double free in stm_register_device()

The put_device(&stm->dev) call will trigger stm_device_release() which
frees ""stm"" so the vfree(stm) on the next line is a double free.",Linux,Linux,4.7
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-40989,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

KVM: arm64: Disassociate vcpus from redistributor region on teardown

When tearing down a redistributor region, make sure we don't have
any dangling pointer to that region stored in a vcpu.",Linux,Linux,"e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-40989,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

KVM: arm64: Disassociate vcpus from redistributor region on teardown

When tearing down a redistributor region, make sure we don't have
any dangling pointer to that region stored in a vcpu.",Linux,Linux,5.13
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2021-47384,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

hwmon: (w83793) Fix NULL pointer dereference by removing unnecessary structure field

If driver read tmp value sufficient for
(tmp & 0x08) && (!(tmp & 0x80)) && ((tmp & 0x7) == ((tmp >> 4) & 0x7))
from device then Null pointer dereference occurs.
(It is possible if tmp = 0b0xyz1xyz, where same literals mean same numbers)
Also lm75[] does not serve a purpose anymore after switching to
devm_i2c_new_dummy_device() in w83791d_detect_subclients().

The patch fixes possible NULL pointer dereference by removing lm75[].

Found by Linux Driver Verification project (linuxtesting.org).

[groeck: Dropped unnecessary continuation lines, fixed multi-line alignments]",Linux,Linux,"1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2021-47384,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

hwmon: (w83793) Fix NULL pointer dereference by removing unnecessary structure field

If driver read tmp value sufficient for
(tmp & 0x08) && (!(tmp & 0x80)) && ((tmp & 0x7) == ((tmp >> 4) & 0x7))
from device then Null pointer dereference occurs.
(It is possible if tmp = 0b0xyz1xyz, where same literals mean same numbers)
Also lm75[] does not serve a purpose anymore after switching to
devm_i2c_new_dummy_device() in w83791d_detect_subclients().

The patch fixes possible NULL pointer dereference by removing lm75[].

Found by Linux Driver Verification project (linuxtesting.org).

[groeck: Dropped unnecessary continuation lines, fixed multi-line alignments]",Linux,Linux,
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-39499,Non disponible,Non disponible,Non disponible,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

vmci: prevent speculation leaks by sanitizing event in event_deliver()

Coverity spotted that event_msg is controlled by user-space,
event_msg->event_data.event is passed to event_deliver() and used
as an index without sanitization.

This change ensures that the event index is sanitized to mitigate any
possibility of speculative information leaks.

This bug was discovered and resolved using Coverity Static Analysis
Security Testing (SAST) by Synopsys, Inc.

Only compile tested, no access to HW.",Linux,Linux,"1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-39499,Non disponible,Non disponible,Non disponible,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

vmci: prevent speculation leaks by sanitizing event in event_deliver()

Coverity spotted that event_msg is controlled by user-space,
event_msg->event_data.event is passed to event_deliver() and used
as an index without sanitization.

This change ensures that the event index is sanitized to mitigate any
possibility of speculative information leaks.

This bug was discovered and resolved using Coverity Static Analysis
Security Testing (SAST) by Synopsys, Inc.

Only compile tested, no access to HW.",Linux,Linux,3.9
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-39499,Non disponible,Non disponible,Non disponible,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

vmci: prevent speculation leaks by sanitizing event in event_deliver()

Coverity spotted that event_msg is controlled by user-space,
event_msg->event_data.event is passed to event_deliver() and used
as an index without sanitization.

This change ensures that the event index is sanitized to mitigate any
possibility of speculative information leaks.

This bug was discovered and resolved using Coverity Static Analysis
Security Testing (SAST) by Synopsys, Inc.

Only compile tested, no access to HW.",Linux,Linux,"1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a, 1d990201f9bb499b7c76ab00abeb7e803c0bcb2a"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-39499,Non disponible,Non disponible,Non disponible,0.000440000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

vmci: prevent speculation leaks by sanitizing event in event_deliver()

Coverity spotted that event_msg is controlled by user-space,
event_msg->event_data.event is passed to event_deliver() and used
as an index without sanitization.

This change ensures that the event index is sanitized to mitigate any
possibility of speculative information leaks.

This bug was discovered and resolved using Coverity Static Analysis
Security Testing (SAST) by Synopsys, Inc.

Only compile tested, no access to HW.",Linux,Linux,3.9
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2021-47384,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

hwmon: (w83793) Fix NULL pointer dereference by removing unnecessary structure field

If driver read tmp value sufficient for
(tmp & 0x08) && (!(tmp & 0x80)) && ((tmp & 0x7) == ((tmp >> 4) & 0x7))
from device then Null pointer dereference occurs.
(It is possible if tmp = 0b0xyz1xyz, where same literals mean same numbers)
Also lm75[] does not serve a purpose anymore after switching to
devm_i2c_new_dummy_device() in w83791d_detect_subclients().

The patch fixes possible NULL pointer dereference by removing lm75[].

Found by Linux Driver Verification project (linuxtesting.org).

[groeck: Dropped unnecessary continuation lines, fixed multi-line alignments]",Linux,Linux,"1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2021-47384,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

hwmon: (w83793) Fix NULL pointer dereference by removing unnecessary structure field

If driver read tmp value sufficient for
(tmp & 0x08) && (!(tmp & 0x80)) && ((tmp & 0x7) == ((tmp >> 4) & 0x7))
from device then Null pointer dereference occurs.
(It is possible if tmp = 0b0xyz1xyz, where same literals mean same numbers)
Also lm75[] does not serve a purpose anymore after switching to
devm_i2c_new_dummy_device() in w83791d_detect_subclients().

The patch fixes possible NULL pointer dereference by removing lm75[].

Found by Linux Driver Verification project (linuxtesting.org).

[groeck: Dropped unnecessary continuation lines, fixed multi-line alignments]",Linux,Linux,
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-40989,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

KVM: arm64: Disassociate vcpus from redistributor region on teardown

When tearing down a redistributor region, make sure we don't have
any dangling pointer to that region stored in a vcpu.",Linux,Linux,"e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949, e5a35635464bc5304674b84ea42615a3fd0bd949"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-40989,Non disponible,Non disponible,Non disponible,0.000450000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

KVM: arm64: Disassociate vcpus from redistributor region on teardown

When tearing down a redistributor region, make sure we don't have
any dangling pointer to that region stored in a vcpu.",Linux,Linux,5.13
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-38627,Non disponible,Non disponible,Non disponible,0.000420000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

stm class: Fix a double free in stm_register_device()

The put_device(&stm->dev) call will trigger stm_device_release() which
frees ""stm"" so the vfree(stm) on the next line is a double free.",Linux,Linux,"389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd, 389b6699a2aa0b457aa69986e9ddf39f3b4030fd"
Multiples vulnérabilités dans le noyau Linux de Red Hat (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:12:20 +0000",CVE-2024-38627,Non disponible,Non disponible,Non disponible,0.000420000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1100/,"In the Linux kernel, the following vulnerability has been resolved:

stm class: Fix a double free in stm_register_device()

The put_device(&stm->dev) call will trigger stm_device_release() which
frees ""stm"" so the vfree(stm) on the next line is a double free.",Linux,Linux,4.7
Multiples vulnérabilités dans le noyau Linux d'Ubuntu (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:14:57 +0000",CVE-2022-38096,6.3,MEDIUM,CWE-476,0.000420000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1101/,"A NULL pointer dereference vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c in GPU component of Linux kernel with device file '/dev/dri/renderD128 (or Dxxx)'. This flaw allows a local attacker with a user account on the system to gain privilege, causing a denial of service(DoS).",Linux,kernel,v4.20-rc1
Multiples vulnérabilités dans le noyau Linux d'Ubuntu (20 décembre 2024),Avis,"Fri, 20 Dec 2024 12:14:57 +0000",CVE-2021-47076,Non disponible,Non disponible,Non disponible,0.000430000,https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1101/,"In the Linux kernel, the following vulnerability has been resolved:

RDMA/rxe: Return CQE error if invalid lkey was supplied

RXE is missing update of WQE status in LOCAL_WRITE failures.  This caused
the following kernel panic if someone sent an atomic operation with an
explicitly wrong lkey.

[leonro@vm ~]$ mkt test
test_atomic_invalid_lkey (tests.test_atomic.AtomicTest) ...
 WARNING: CPU: 5 PID: 263 at drivers/infiniband/sw/rxe/rxe_comp.c:740 rxe_completer+0x1a6d/0x2e30 [rdma_rxe]
 Modules linked in: crc32_generic rdma_rxe ip6_udp_tunnel udp_tunnel rdma_ucm rdma_cm ib_umad ib_ipoib iw_cm ib_cm mlx5_ib ib_uverbs ib_core mlx5_core ptp pps_core
 CPU: 5 PID: 263 Comm: python3 Not tainted 5.13.0-rc1+ #2936
 Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS rel-1.13.0-0-gf21b5a4aeb02-prebuilt.qemu.org 04/01/2014
 RIP: 0010:rxe_completer+0x1a6d/0x2e30 [rdma_rxe]
 Code: 03 0f 8e 65 0e 00 00 3b 93 10 06 00 00 0f 84 82 0a 00 00 4c 89 ff 4c 89 44 24 38 e8 2d 74 a9 e1 4c 8b 44 24 38 e9 1c f5 ff ff <0f> 0b e9 0c e8 ff ff b8 05 00 00 00 41 bf 05 00 00 00 e9 ab e7 ff
 RSP: 0018:ffff8880158af090 EFLAGS: 00010246
 RAX: 0000000000000000 RBX: ffff888016a78000 RCX: ffffffffa0cf1652
 RDX: 1ffff9200004b442 RSI: 0000000000000004 RDI: ffffc9000025a210
 RBP: dffffc0000000000 R08: 00000000ffffffea R09: ffff88801617740b
 R10: ffffed1002c2ee81 R11: 0000000000000007 R12: ffff88800f3b63e8
 R13: ffff888016a78008 R14: ffffc9000025a180 R15: 000000000000000c
 FS:  00007f88b622a740(0000) GS:ffff88806d540000(0000) knlGS:0000000000000000
 CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
 CR2: 00007f88b5a1fa10 CR3: 000000000d848004 CR4: 0000000000370ea0
 DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000
 DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400
 Call Trace:
  rxe_do_task+0x130/0x230 [rdma_rxe]
  rxe_rcv+0xb11/0x1df0 [rdma_rxe]
  rxe_loopback+0x157/0x1e0 [rdma_rxe]
  rxe_responder+0x5532/0x7620 [rdma_rxe]
  rxe_do_task+0x130/0x230 [rdma_rxe]
  rxe_rcv+0x9c8/0x1df0 [rdma_rxe]
  rxe_loopback+0x157/0x1e0 [rdma_rxe]
  rxe_requester+0x1efd/0x58c0 [rdma_rxe]
  rxe_do_task+0x130/0x230 [rdma_rxe]
  rxe_post_send+0x998/0x1860 [rdma_rxe]
  ib_uverbs_post_send+0xd5f/0x1220 [ib_uverbs]
  ib_uverbs_write+0x847/0xc80 [ib_uverbs]
  vfs_write+0x1c5/0x840
  ksys_write+0x176/0x1d0
  do_syscall_64+0x3f/0x80
  entry_SYSCALL_64_after_hwframe+0x44/0xae",Linux,Linux,"8700e3e7c4857d28ebaa824509934556da0b3e76, 8700e3e7c4857d28ebaa824509934556da0b3e76"
